N_ITERS,N_STAB,SAMP_SIZE,METrain_agreement,MET_fidelity,ME_size,KME_size,MEG_fidelity,KMEG_fidelity,MER2,KMER2,Time_elapsed
25,5,0.4,-1.956506904449207e+28,0.9994603672956532,1963,1,0.9960104304001627,-0.00011404780635038136,0.9986819845101889,-0.00010599939017574833,92.52653765678406
25,7,0.4,-2.681784893887819e+27,0.9994777598650908,2001,1,0.9959615567494756,-0.00048529605191149905,0.998597634804328,-0.0004762773961468625,141.08795857429504
25,9,0.4,-4.405595818640273e+28,0.9994696812820503,1977,1,0.9958013964295392,-0.00010502757863228851,0.9986777711994022,-9.746322754478065e-05,194.60457277297974

30,1,0.2,1.0,0.9994143563514816,1471,1,0.9964189526647106,-0.0008035665049888063,0.998544997510123,-0.00046810494294646787,7.787464141845703
30,2,0.2,0.5,0.9992253338900182,1507,1,0.9965288489141246,-1.3378019958487641e-07,0.9986593552899342,-3.6250882192501166e-05,16.390564918518066
30,3,0.2,-1.7770332616239274e+28,0.9993153342109532,1507,1,0.9965541544525467,-6.122085808035749e-05,0.9985970953439426,-0.00019925899428208105,26.61305546760559
30,5,0.2,-1.5612819352841848e+29,0.9993752814156593,1499,1,0.9955536039650569,-0.0001869907471021559,0.9983137156421799,-0.0001703725798656297,53.61836385726929
30,7,0.2,-7.579501295576484e+28,0.9994259490285999,1481,1,0.9954727724297796,-0.0009279978814187295,0.9982130899919331,-0.0008788652922575579,85.44379472732544
30,9,0.2,-5.935428881187821e+28,0.9993664731001197,1511,1,0.9955090496531829,-0.0005205516395225818,0.9983097692592404,-0.00048784948915359116,119.2896020412445

30,1,0.3,1.0,0.999436365104118,1761,1,0.9965021609766838,-1.1137460383947584e-05,0.9986354435140408,-5.302544823493349e-05,10.041805982589722
30,2,0.3,-1.372134302407045e+25,0.9994532797985667,1775,1,0.9963798277783774,-0.00013188739598612997,0.998527183740583,-0.00023550736378630255,21.219114303588867
30,3,0.3,-1.5502180267276624e+29,0.9995104723859692,1765,1,0.9964641378369733,-0.00011335312608928838,0.9985269356556891,-0.0002107506538671089,34.793415546417236
30,5,0.3,-1.2156587486873464e+28,0.9994509067830765,1863,1,0.9963568324689488,-0.00014232976655748075,0.998161004310129,-0.000272659664178887,82.4489688873291
30,7,0.3,-1.0157466041138603e+28,0.9995190482988876,1735,1,0.9961465532872117,-3.3516868020999624e-05,0.9981890808048265,-0.00010902696980163995,125.90820217132568
30,9,0.3,-2.1719195363830084e+28,0.9994715292004722,1681,1,0.9961367154741895,-0.0005592422449307577,0.9982511571889637,-0.00034821182996114253,183.59238839149475

30,1,0.4,1.0,0.9995243551067606,2001,1,0.9954713485194114,-0.0003929721724471591,0.9979836447099891,-0.0007754932352423971,16.052298307418823
30,2,0.4,-6.758871919421246e+26,0.9995552851202414,2071,1,0.9955753780211538,-0.0012292322349520823,0.9982060116385854,-0.0018459253318710012,31.598373889923096
30,3,0.4,0.3333333333333333,0.9995261842189237,1999,1,0.9955375388131557,-0.0004915011689359261,0.9981261957195346,-0.0009105577761583383,55.44837975502014
30,5,0.4,-1.648468786860949e+28,0.9995738526682465,1959,1,0.9959374844074798,-0.00027586557329906114,0.9984849520123679,-0.0004903945128680309,90.75025463104248
30,7,0.4,-2.543359560722627e+28,0.9994864700040483,1977,1,0.9956775714474234,-0.0002836955189364776,0.9984898436934796,-0.0005007663949510022,150.00343298912048
30,9,0.4,-1.4811086671194282e+28,0.9995630151237364,1971,1,0.9959755039506059,-1.5526484959949016e-05,0.9985292403701869,-2.8637244187113e-06,219.3051884174347

35,1,0.2,1.0,0.9993166563197814,1479,1,0.9962543879919288,-5.231801608984732e-05,0.9986087019665826,-0.00018310206644356342,8.93064284324646
35,2,0.2,-8.631031346194154e+27,0.9992914462832047,1427,1,0.99637998926426,-3.4315483432356686e-05,0.9984644300034399,-0.00014816514397564262,19.625133275985718
35,3,0.2,0.3333333333333333,0.9993132810773924,1549,1,0.9965437677147455,-0.00011838134193520311,0.9985842322530541,-0.00029365532148695195,31.78630495071411
35,5,0.2,-1.7105109663192e+26,0.9994614290550303,1473,1,0.995745407195855,-0.0006136301534376276,0.9984827225909237,-0.0005769835782387656,64.03461527824402
35,7,0.2,-7.652684414879759e+28,0.9992987138813578,1565,1,0.995434317446249,-0.0010742664373539768,0.9981400715561687,-0.0010196307640062408,104.06668543815613
35,9,0.2,-1.3186121356611289e+28,0.999467221914971,1477,1,0.9956812318098082,-1.1210316130050302e-05,0.9984259034465632,-8.103892204402996e-06,145.35642910003662

35,1,0.3,1.0,0.9994733511257323,1749,1,0.9964885270722295,-0.0012851744264463782,0.9985040045154066,-0.0009927350278258196,12.770932674407959
35,2,0.3,0.5,0.9994826625469331,1759,1,0.9966659890535597,-0.00017603597104876023,0.9986286752042199,-8.381456532413623e-05,28.0111026763916
35,3,0.3,-3.867489500754171e+26,0.9994295984270691,1765,1,0.9965009491209976,-0.00034965976992218373,0.9986210497171691,-0.0002111596531542137,43.447388887405396
35,5,0.3,-4.065612575023364e+28,0.9994892643112034,1691,1,0.9962925894141528,-1.0732273993063757e-05,0.9983088426814964,-2.1891285799657823e-06,105.1205952167511
35,7,0.3,-2.0177838723894866e+28,0.999471033693603,1745,1,0.9961443036600474,-0.0005908144834765316,0.9982780170821408,-0.0008264340346826327,170.18890690803528
35,9,0.3,-2.5186932484792076e+28,0.9994920523347269,1803,1,0.9963160287016943,-3.610785144947393e-05,0.9983267514593521,-0.00011360787680469997,256.2222225666046

35,1,0.4,1.0,0.999495335552563,1981,1,0.9953348473310867,-0.00016666854338676096,0.9980894744590604,-0.0004405283796027337,16.932939767837524
35,2,0.4,-2.5586754099299087e+28,0.9996253011282884,2051,1,0.995532151908515,-0.002483162855403842,0.9980586635915318,-0.003319893840429744,38.01327395439148
35,3,0.4,-1.408291938045252e+28,0.999590887874692,1963,1,0.9955022558568678,-1.711783794933197e-05,0.998100446695835,-0.0001509310768981198,62.73414850234985
35,5,0.4,-3.2886286325060215e+28,0.9995726511199756,2001,1,0.9959734056956888,-0.00016187171000536793,0.9984991519813154,-4.968583921560743e-05,109.1834716796875
35,7,0.4,-4.55113505069372e+28,0.9996515336746915,2027,1,0.9958567924952948,-0.0005092026956963203,0.9984899804730007,-0.00028375442153216746,175.95094799995422
35,9,0.4,-3.9809363925981135e+27,0.999587604343689,1975,1,0.9958156653726694,-5.347594278504175e-08,0.99850891141099,-2.8986047309942364e-05,335.4567050933838
